date,rank_ic,top_quintile_ret,bottom_quintile_ret,long_short_spread,hit,cumulative_ic
2023-07-03,0.10204081632653061,0.0011588818782999894,-0.0017135857752532558,0.0028724676535532455,1.0,0.10204081632653061
2023-07-04,-0.1577290490664351,0.002814124292158311,0.010394912445182711,-0.0075807881530244,1.0,-0.055688232739904475
2023-07-05,-0.48393399913156754,-0.003394608068941389,0.022958595878060022,-0.02635320394700141,0.0,-0.5396222318714721
2023-07-06,0.12092922275293096,0.0048191027531297006,-0.0033368079491223218,0.008155910702252023,1.0,-0.4186930091185411
2023-07-07,0.1527355623100304,-0.010657014684325143,-0.014048704001112145,0.0033916893167870027,0.0,-0.26595744680851074
2023-07-10,0.11409031697785496,6.079883108587781e-05,-0.003487620195149078,0.003548419026234956,1.0,-0.15186712983065578
2023-07-11,0.062418584455058615,0.010692544358559668,0.010821350350117422,-0.0001288059915577535,1.0,-0.08944854537559717
2023-07-12,-0.024750325662179763,-0.0008947447166217556,0.003347939104300966,-0.004242683820922722,0.0,-0.11419887103777693
2023-07-13,0.16217976552323057,0.0015935117446712775,-0.007624973593321334,0.009218485337992612,1.0,0.047980894485453646
2023-07-14,-0.03821102909248806,0.013343333185333888,0.014923679323905299,-0.0015803461385714111,1.0,0.009769865392965586
2023-07-17,0.20115067303517153,0.008019395903046601,-0.00010144037511908895,0.008120836278165691,1.0,0.21092053842813713
2023-07-18,-0.09292227529309596,-0.003129310742809804,-0.0011396537903186775,-0.001989656952491126,0.0,0.11799826313504116
2023-07-19,-0.06828050369083803,0.0020194692960333552,0.0019442432248607776,7.522607117257767e-05,1.0,0.04971775944420313
2023-07-20,0.0008684324793747286,0.003449611154487555,0.006223703344253488,-0.002774092189765933,1.0,0.05058619192357786
2023-07-21,-0.055471124620060784,-0.009919673904021601,-0.004794067340740367,-0.005125606563281234,0.0,-0.0048849326964829215
2023-07-24,0.058619192357794184,-0.0004733091244423666,-0.003215967180599911,0.0027426580561575446,0.0,0.05373425966131126
2023-07-25,-0.05688232739904472,0.000699203372635445,0.0016948784824395667,-0.0009956751098041216,1.0,-0.003148067737733455
2023-07-26,0.1820451584889275,0.008032674424869967,0.0034860658581512996,0.004546608566718667,1.0,0.17889709075119403
2023-07-27,-0.16467650890143287,0.0036869629070494774,-0.005974132755663144,0.009661095662712622,1.0,0.01422058184976116
2023-07-28,-0.13297872340425532,7.122237774732217e-05,0.005794730586318412,-0.00572350820857109,1.0,-0.11875814155449416
2023-07-31,-0.1323273990447243,0.0069774407936035515,0.013459536889709979,-0.006482096096106427,1.0,-0.25108554059921845
2023-08-01,0.2907077724706904,-0.0005040250821928557,-0.010940188116193489,0.010436163034000634,0.0,0.03962223187147196
2023-08-02,0.12462006079027356,-0.0134770207440111,-0.01808440435176631,0.004607383607755209,0.0,0.1642422926617455
2023-08-03,-0.1149587494572297,-0.002208961835114178,-0.0019055605118713445,-0.00030340132324283356,0.0,0.049283543204515806
2023-08-04,-0.08901432913590969,0.0022548864245434228,0.009707729927854701,-0.007452843503311279,1.0,-0.03973078593139388
2023-08-07,-0.17216673903603993,0.005648554297102612,0.003808708547611689,0.0018398457494909226,1.0,-0.2118975249674338
2023-08-08,0.04537559704732957,-0.0004544132230571888,-0.00025041125205130005,-0.00020400197100588875,0.0,-0.16652192792010423
2023-08-09,-0.2446808510638298,0.0007157468729272557,0.005847179190525621,-0.005131432317598366,1.0,-0.41120277898393404
2023-08-10,-0.15425531914893617,-0.00703506511451249,-0.00036862631389031114,-0.006666438800622179,0.0,-0.5654580981328702
2023-08-11,0.06752062527138515,-0.007805529361158533,-0.01120223656424861,0.0033967072030900774,0.0,-0.49793747286148504
2023-08-14,0.05916196265740339,-0.005678515190459211,-0.005340824366457182,-0.0003376908240020288,0.0,-0.4387755102040817
2023-08-16,-0.15512375162831088,-0.0027777769619407667,0.0015360825813436558,-0.004313859543284422,0.0,-0.5938992618323926
2023-08-17,0.02149370386452453,0.0026846612507818997,-0.0006299206934344002,0.0033145819442163,1.0,-0.5724055579678681
2023-08-18,0.06676074685193227,-8.529198564600007e-05,-0.0008593925454751777,0.0007741005598291776,0.0,-0.5056448111159358
2023-08-21,0.1786799826313504,0.010841492674738221,0.005846117643659301,0.0049953750310789205,1.0,-0.3269648284845854
2023-08-22,0.03256621797655233,0.004440109836084101,0.001168378375687478,0.0032717314603966227,1.0,-0.29439861050803307
2023-08-23,0.20788102475032563,5.151392003096754e-05,-0.00724732614022688,0.007298840060257847,1.0,-0.08651758575770743
2023-08-24,-0.0200825010855406,-0.0014542874476438537,-0.001487972460370422,3.3685012726568375e-05,0.0,-0.10660008684324804
2023-08-25,0.067629179331307,-0.004101345598878277,-0.010787196669323233,0.006685851070444956,0.0,-0.038970907511941044
2023-08-28,-0.029852366478506292,0.0021319237285422335,0.0006972832810878332,0.0014346404474544004,1.0,-0.06882327399044734
2023-08-29,0.1313504125054277,0.005304259070723989,0.003806632850659433,0.0014976262200645557,1.0,0.06252713851498036
2023-08-30,0.25868432479374726,0.004373705421229044,-0.0011707677833633,0.005544473204592344,1.0,0.32121146330872763
2023-08-31,-0.11463308727746417,-0.007587926526735889,-0.00043452467316437764,-0.007153401853571511,0.0,0.20657837603126344
2023-09-01,-0.017368649587494574,0.014814576344893114,0.017089956580313922,-0.0022753802354208083,1.0,0.18920972644376888
2023-09-04,-0.17238384715588362,0.008246656255880324,0.010468217625040802,-0.0022215613691604786,1.0,0.01682587928788526
2023-09-05,0.17553191489361702,0.005362588974868455,-0.0013722313300994333,0.0067348203049678885,1.0,0.19235779418150228
2023-09-06,0.11897524967433781,-0.0006010323603937556,-0.0012326344048347777,0.0006316020444410221,0.0,0.3113330438558401
2023-09-07,-0.10421189752496743,0.0021432865703863773,0.009090165621498177,-0.006946879051111799,1.0,0.20712114633087267
2023-09-08,0.10106382978723404,0.004752117483328678,0.008507140702011078,-0.0037550232186824,1.0,0.3081849761181067
2023-09-11,0.23143725575336518,0.015979197387041868,0.004385268083885922,0.011593929303155946,1.0,0.5396222318714718
2023-09-12,-0.055471124620060784,-0.01230573806143631,-0.014252127291859725,0.0019463892304234162,0.0,0.4841511072514111
2023-09-13,0.006730351715154147,0.004910493767629856,0.004164872154983056,0.0007456216126467997,1.0,0.4908814589665652
2023-09-14,-0.04168475900998697,0.004838195194803267,0.004167663680263421,0.0006705315145398459,1.0,0.44919669995657824
2023-09-15,-0.1382978723404255,2.5056366646998023e-06,0.0057892286496550776,-0.0057867230129903776,1.0,0.31089882761615273
2023-09-18,-0.029309596178897092,0.0009896968402557888,-0.0015811464082524885,0.002570843248508277,1.0,0.2815892314372556
2023-09-20,-0.12907077724706903,-0.010558790883358645,-0.0062379851271838664,-0.004320805756174779,0.0,0.1525184541901866
2023-09-21,0.04190186712983066,-0.001691957739949989,-0.007249189879230856,0.005557232139280867,0.0,0.19442032132001724
2023-09-22,-0.07805036908380372,-0.006335176238973822,-0.0033641938141824005,-0.0029709824247914217,0.0,0.11636995223621352
2023-09-25,-0.0034737299174989146,0.005854582519269845,0.0058621611308587,-7.578611588855352e-06,1.0,0.1128962223187146
2023-09-26,0.10616587060356056,0.0014902225847206333,-0.0019404394651926786,0.003430662049913312,1.0,0.21906209292227516
2023-09-27,0.041793313069908807,0.0029547338217842446,0.0059811492552525,-0.003026415433468256,1.0,0.260855405992184
2023-09-28,-0.2724706904038211,-0.016695193649080065,-0.006333202329452744,-0.01036199131962732,0.0,-0.011615284411637117
2023-09-29,-0.1458966565349544,0.007449907622333379,0.015167334499975057,-0.007717426877641678,1.0,-0.15751194094659152
2023-10-03,0.16250542770299609,-0.002489559002989245,-0.011572758087043212,0.009083199084053967,0.0,0.004993486756404569
2023-10-04,0.2947242726877985,-0.0019461329497746,-0.014217439958326436,0.012271307008551835,0.0,0.2997177594442031
2023-10-05,0.2413156752062527,0.009252172698994842,0.0013347889892463003,0.007917383709748541,1.0,0.5410334346504557
2023-10-06,-0.09541901867129832,0.004608609855176856,0.005847099191429044,-0.0012384893362521882,1.0,0.4456144159791574
2023-10-09,-0.29754667824576636,-0.0145811524999351,-0.004862673870573545,-0.009718478629361555,0.0,0.14806773773339105
2023-10-10,0.07805036908380372,0.014245039437165112,0.015461537048631466,-0.0012164976114663537,1.0,0.22611810681719477
2023-10-11,-0.04895788102475033,0.0039401738033396005,0.008676661060968578,-0.004736487257628977,1.0,0.17716022579244445
2023-10-12,-0.1549066435084672,0.00011260606346232216,0.004177869338382,-0.004065263274919678,1.0,0.022253582283977252
2023-10-13,-0.18095961788970907,-0.0026046879110356333,0.0044357347286107,-0.0070404226396463335,0.0,-0.15870603560573182
2023-10-16,-0.06665219279201041,0.0003541901136583335,5.448168718649996e-05,0.0002997084264718335,1.0,-0.22535822839774222
2023-10-17,-0.22058184976118106,0.0029732607224451,0.005239236027619711,-0.0022659753051746108,1.0,-0.4459400781589233
2023-10-18,-0.20049934867564043,-0.007196646754311188,-0.005228081537797955,-0.001968565216513233,0.0,-0.6464394268345637
2023-10-19,-0.061007381676074675,-0.0055403192472922,0.006223472761571667,-0.011763792008863867,0.0,-0.7074468085106383
2023-10-20,-0.2256838905775076,-0.009680486324957667,-0.005280341636882755,-0.004400144688074912,0.0,-0.9331306990881459
2023-10-23,0.18410768562744245,-0.012666062749356322,-0.017740973261550212,0.00507491051219389,0.0,-0.7490230134607034
2023-10-25,-0.06600086843247936,-0.010021259543953656,-0.005783306448381289,-0.004237953095572367,0.0,-0.8150238818931828
2023-10-26,0.057425097698653935,-0.009746652594851279,-0.014915045610140568,0.005168393015289289,0.0,-0.7575987841945289
2023-10-27,-0.09759009986973512,0.009061987253401701,0.01648348870212401,-0.007421501448722308,1.0,-0.855188884064264
2023-10-30,0.14122883195831523,0.0017504710802914891,-0.0032237749161466555,0.004974245996438144,1.0,-0.7139600521059487
2023-10-31,0.11702127659574468,0.002959718646871134,-0.0035754897959128775,0.0065352084427840115,1.0,-0.596938775510204
2023-11-01,0.047112462006079034,-0.005673710595838433,-0.007717890229008668,0.002044179633170235,0.0,-0.549826313504125
2023-11-02,-0.06600086843247936,0.005636987090242812,0.0076857721281594115,-0.0020487850379165996,1.0,-0.6158271819366044
2023-11-03,0.05796786799826314,0.009103952917463888,0.0020148767413981,0.007089076176065788,1.0,-0.5578593139383412
2023-11-06,-0.13623534520191055,0.008654482645856366,0.010583601773344923,-0.0019291191274885561,1.0,-0.6940946591402517
2023-11-07,-0.10844550586191924,-0.0006563586306599666,0.0019459163120461333,-0.0026022749427060997,0.0,-0.802540165002171
2023-11-08,0.2633521493703864,0.00727832606090191,0.00048201780004353354,0.006796308260858377,1.0,-0.5391880156317845
2023-11-09,-0.13884064264003473,-0.005268498978571789,0.0009604098578667333,-0.006228908836438522,0.0,-0.6780286582718192
2023-11-10,-0.21417716022579245,-0.0013998074466227556,0.0048507321664055,-0.006250539613028255,0.0,-0.8922058184976117
2023-11-13,-0.24489795918367346,0.0051229005954889556,0.012634879978876233,-0.007511979383387278,1.0,-1.1371037776812851
2023-11-15,0.18269648284845852,0.008354852228657055,0.005908717647961362,0.002446134580695693,1.0,-0.9544072948328266
2023-11-16,-0.052974381241858444,0.00044203718423753327,-0.0009636444827475665,0.0014056816669850997,1.0,-1.007381676074685
2023-11-17,-0.047438124185844546,-0.002731042482314911,0.000492391533971411,-0.003223434016286322,0.0,-1.0548198002605296
2023-11-20,-0.24934867564046898,-0.008804656258697221,0.0008851147971747333,-0.009689771055871954,0.0,-1.3041684759009986
2023-11-21,0.08228397742075554,0.003942001295426222,-0.0017582501978488662,0.005700251493275088,1.0,-1.221884498480243
2023-11-22,-0.15610073816760744,0.002747429772698878,0.0015672764766733668,0.0011801532960255112,1.0,-1.3779852366478504
2023-11-23,-0.09237950499348675,-0.00035443851221251106,0.0006095382006826998,-0.0009639767128952108,0.0,-1.4703647416413372
2023-11-24,0.26964828484585324,0.004785231078053467,-0.004656614056962778,0.009441845135016246,1.0,-1.200716456795484
2023-11-28,-0.10301780286582718,0.01918035502506731,0.009166548525354277,0.010013806499713031,1.0,-1.303734259661311
2023-11-29,0.007598784194528876,0.009586586436559356,0.010009087985980245,-0.00042250154942088947,1.0,-1.2961354754667822
2023-11-30,-0.17672600955275725,0.006461062853988867,0.01091149457808801,-0.004450431724099144,1.0,-1.4728614850195394
2023-12-01,0.109965262700825,0.009619217302715442,0.002735156710195389,0.006884060592520053,1.0,-1.3628962223187144
2023-12-04,0.05829353017802865,0.024062648725248152,0.0240745741793682,-1.1925454120046558e-05,1.0,-1.3046026921406857
2023-12-05,0.0996526270082501,0.021246412914858268,0.010601640360580766,0.010644772554277503,1.0,-1.2049500651324356
2023-12-06,0.2778983933999132,0.003948939985127177,-0.0029823516432823,0.006931291628409477,1.0,-0.9270516717325225
2023-12-07,-0.09346504559270516,-0.0014554999275032,0.0032801585472081226,-0.0047356584747113226,0.0,-1.0205167173252276
2023-12-08,0.06828050369083803,0.0023798719658159662,-0.0045195410599452104,0.006899413025761176,1.0,-0.9522362136343896
2023-12-11,-0.2490230134607034,-0.0009792813468155778,0.0025685249466342558,-0.0035478062934498336,0.0,-1.201259227095093
2023-12-12,0.043095961788970905,0.0028088544213083887,-0.0033023355629238993,0.006111189984232288,1.0,-1.158163265306122
2023-12-13,-0.08152409900130266,0.003629934875574312,0.012954267617376601,-0.00932433274180229,1.0,-1.2396873643074247
2023-12-14,0.3120929222752931,0.017764322686133868,0.0007428689368906336,0.017021453749243232,1.0,-0.9275944420321316
2023-12-15,0.2749674337820235,0.020915759850525288,0.009849559512908477,0.011066200337616811,1.0,-0.6526270082501081
2023-12-18,0.20809813287016934,-0.0006244505731558114,-0.0023276190610989995,0.0017031684879431882,0.0,-0.4445288753799388
2023-12-19,-0.027138514980460268,0.002499578496533089,0.005201141072876799,-0.0027015625763437095,1.0,-0.47166739036039906
2023-12-20,0.20158488927485887,-0.017947788279291235,-0.023117847692915514,0.005170059413624278,0.0,-0.2700825010855402
2023-12-21,-0.008684324793747287,0.007580085184448733,0.003527474064696711,0.004052611119752022,1.0,-0.2787668258792875
2023-12-22,-0.07815892314372556,0.009061973357047878,0.009228598531841912,-0.00016662517479403352,1.0,-0.3569257490230131
2023-12-26,-0.19224924012158054,0.0013561323184505005,0.010511995026388733,-0.009155862707938233,1.0,-0.5491749891445936
2023-12-27,-0.06556665219279202,0.005269431360957467,0.009830374389095321,-0.0045609430281378545,1.0,-0.6147416413373856
2023-12-28,-0.3092705167173252,0.0011200368654242445,0.011371272564529598,-0.010251235699105354,1.0,-0.9240121580547108
2023-12-29,0.18910117238384716,0.00037433723729987753,-0.0028770983563111995,0.003251435593611077,1.0,-0.7349109856708637
2024-01-01,0.00021710811984368216,0.00304173370264165,0.002570013678059411,0.00047172002458223915,1.0,-0.73469387755102
2024-01-02,0.12874511506730352,0.0020316500418263326,-0.002030805772893445,0.004062455814719777,1.0,-0.6059487624837165
2024-01-03,0.050911854103343465,-0.009825366288274144,-0.00969201046379329,-0.00013335582448085505,0.0,-0.5550369083803731
2024-01-04,-0.011398176291793311,0.011304511074475278,0.0118644435547912,-0.0005599324803159215,1.0,-0.5664350846721664
2024-01-05,-0.061224489795918366,-0.0035324635498055557,-0.0006207221136858665,-0.002911741436119689,0.0,-0.6276595744680847
2024-01-08,-0.33977420755536253,-0.010452166328152332,-0.0019143428428436222,-0.00853782348530871,0.0,-0.9674337820234473
2024-01-09,-0.345636126791142,-0.0017551259737651442,0.010236568993033811,-0.011991694966798956,0.0,-1.3130699088145894
2024-01-10,0.2756187581415545,0.004448848024738489,-0.001628252489369778,0.006077100514108267,1.0,-1.0374511506730348
2024-01-11,-0.09791576204950066,-0.002496508291534767,0.005369915721245578,-0.007866424012780345,0.0,-1.1353669127225354
2024-01-12,-0.10073816760746852,0.0047045837018922,0.006635629125429856,-0.0019310454235376565,1.0,-1.236105080330004
2024-01-15,-0.03468396342906203,0.01136733884236349,0.0089005449760849,0.0024667938662785906,1.0,-1.270789043759066
2024-01-16,0.08706035605731655,-0.0030350531447850783,-0.004421384049979523,0.0013863309051944444,0.0,-1.1837286877017497
2024-01-17,-0.2566217976552323,-0.01988391941229548,-0.00761434996045419,-0.012269569451841288,0.0,-1.440350485356982
